id,sent1,sent2,ending0,ending1,ending2,ending3,ending4,end0type,end1type,end2type,end3type,end4type,label
6690,have compassion,,have some fun on the snowboard,borrow a snowboard from one of the snow racers,help the person who has fallen off their bike,ride my the bicycle,join the people on the motorcycles and eat lunch.,lan,lan,targ,vis,vis,2
6691,want to have some fun,,be able to join the couple on the motorcycle,say hello to the snowboarders,take my dog for a drive like these people.,take my scooter outside to play,talk to the policeman about their motorcycles,vis,lan,lan,targ,vis,3
6692,am walking along the road,,seat next to a bike and read a book,tie dead chickens to my motor bike to take home,avoid the boy going quickly on the scooter,be skateboarding without a helmet,stay clear of the skateboarder,vis,vis,targ,lan,lan,2
6694,can figure this out,,get out of the skateboarder's way,go walk down this street,help the man fix his bike,catch up with the woman and ride with her,join my friends at a buggy race,lan,lan,targ,vis,vis,2
6695,want to feel embarrassed,,i will watch these nude bike riders,save all my extra money so that i can buy a motorcycle,join the men for a snowboard race,i will watch the man snowboard,walk round the bicycle to get one from the dispenser,targ,vis,lan,lan,vis,0
6699,if i want to go,,join the crowd in cheering as the motorbike goes by,i go out with my family on my motorcycle,go boating with my best friend,take my dog for a drive like these people.,wait until the man on the bike passes by.,vis,targ,lan,lan,vis,1
6701,feel adventurous,,take a ride on a motorcycle,walk past the man and his motorcycle to get to the street,help the person who has fallen off their bike,help the man fix his bike,ride the motorbike along the beach.,targ,lan,vis,vis,lan,0
6702,want to feel exhilirated,,tell the lady to put a helmet on that kid,bike naked in the city streets,ride the motorbike along the beach.,peddle my bike and sharpen my knife,visit the skateboarders at the park,vis,targ,lan,vis,lan,1
6703,time this perfectly,,go on a carriage ride with this man and his horse,wash and clean my motorbike,say hi to the man talking to the motorcyclist,tie dead chickens to my motor bike to take home,get a picture of the man on the motorcycle,lan,vis,lan,vis,targ,4
6705,enjoying a beautiful day in the ocean,,tie dead chickens to my motor bike to take home,ride as many waves as possible,peddle my bike and sharpen my knife,ride my surfboard in the ocean,strap on some skis and go for a run strap on some skis and go down a run,vis,targ,vis,lan,lan,1
6707,am hungry,,join the people on the motorcycles and eat lunch.,i ride by dirtbike in the mud,i will use a helmet,join the man and play frisbee with him,play some frisbee with friends,targ,vis,vis,lan,lan,0
6708,glad for the nice day,,walk round the bicycle to get one from the dispenser,go snowboarding with a friend,peddle my bike and sharpen my knife,tell them i am glad they ride safe,i'll take my grandchild to the skate park,vis,lan,vis,targ,lan,3
6711,i feeling very dangerous,,take a shortcut through the woods to avoid the biker couple.,help the person who has fallen off their bike,use my thumb to hitch a ride with a giant suitcase,i will go to the moto ride,ride this wave with my surfboard,vis,vis,lan,targ,lan,3
6713,need to get somewhere fast,,hitch a ride on a moped,jump on the train for a ride,i will watch the man ride the motorcycle,wash and clean my motorbike,ride the rail,targ,lan,vis,vis,lan,0
6721,want to be entertained,,watch the surfers riding waves at the beach,watch the man perform tricks on the motorcycle,hike somewhere that has a stop sign,meet people walking on my bicycle,take a photo of the man doing tricks with the frisbee,lan,targ,vis,vis,lan,1
6722,active,,go home and ride my bike,ride the bus,take my skateboard out for a ride,be able to join the couple on the motorcycle,find out information about motorbikes,targ,lan,lan,vis,vis,0
6724,was able to ride a bike,,grab some skis and join the man,wear huge boots,look at some motorcycles and also buy some boots,i ride by dirtbike in the mud,take my scooter outside to play,lan,lan,targ,vis,vis,2
6725,want to protect my feet,,wear my boots to ride the motorcycle,try to take high speed pictures of the man using its new motor drive.,take a photo of the dog on the bike,i will put on a helmet and ride the skateboard,put on the skis,targ,vis,vis,lan,lan,0
6729,am feeling a bit anxious,,meet people walking on my bicycle,be relieved to see the police on his motorcycle,challenge the people to a race,steal the skateboard from that kid,ignore the man on the street,vis,targ,vis,lan,lan,1
6730,think i can fix it,,ride a big way on my surfboard,walk round the bicycle to get one from the dispenser,work on my motorcycle myself,join the crowd in cheering as the motorbike goes by,perform some tricks on my skateboard,lan,vis,targ,vis,lan,2
6734,if i am dormant,,i will joint the skiers on the mountain,go ride horses with these women.,i will stand here by these bikes,catch up with the woman and ride with her,wash and clean my motorbike,lan,lan,targ,vis,vis,2
6737,offer a good price,,will go do tricks on my skateboard at the park,take a shortcut through the woods to avoid the biker couple.,join the crowd in cheering as the motorbike goes by,get my snowboard and head out to the slope,will be able to buy the bike,lan,vis,vis,lan,targ,4
6746,want to get a paper,,challenge the people to a race,stand next to the elephant,use the train to get home,walk round the bicycle to get one from the dispenser,warn the woman about the dangers of motorcycles especially for her baby,vis,lan,lan,targ,vis,3
6748,want to protect myself,,wear a helmet while riding my motor bike,challenge the people to a race,look at the motorcycle display,sit on my skateboard instead of actually riding it.,wear jeans when racing on a skateboard,targ,vis,vis,lan,lan,0
6752,want to get home after a long day,,go in a vehicle,i would practice motorcycle racing,use the motorcycle on the street to get home,drive away in the truck,see people like this woman on her bicycle,lan,vis,targ,lan,vis,2
6762,want to exercise,,visit this park with my bicycle and cycle on the path,join my friends at a buggy race,go skiing at night time at the slope with other people,snowboard the slope,wear a helmet always,targ,vis,lan,lan,vis,0
6766,feel like taking a ride,,ride long boards with a friend down a steep hill,try to take high speed pictures of the man using its new motor drive.,i will help the child on his scooter,ride the motorbike along the beach.,go ride on bikes to travel,lan,vis,vis,lan,targ,4
6771,want fresh food for dinner,,compliment the man on the bike and lady,rescue a cow,eat a hot dog while sitting next to my bike,look at the motorcycle display,tie dead chickens to my motor bike to take home,vis,lan,lan,vis,targ,4
6789,am feeling antisocial,,be right on top skiing down the trail.,take a shortcut through the woods to avoid the biker couple.,will be able to buy the bike,i will buy a bike,walk past the man and his motorcycle to get to the street,lan,targ,vis,vis,lan,1
6803,want to get fresh air after a busy day,,go out with my bike and ride it for a while,find out information about motorbikes,get my snowboard and head out to the slope,i will use my helmet,ride a big way on my surfboard,targ,vis,lan,vis,lan,0
6814,want to have fun,,join the people on the motorcycles and eat lunch.,wash and clean my motorbike,look at the motorcycle display,catch a ride on the subway,stop to watch the man descend the ramp.,vis,vis,targ,lan,lan,2
6820,if i am going somewhere,,i will tell the skateboarders to get out of the road,take a picture of the baby on the motorcycle,i will ride my bike to get there.,i will fly a kite at the park.,join my friends at a buggy race,lan,vis,targ,lan,vis,2
6824,feel like cycling,,walk home with my friend,i will watch the man ride the motorcycle,visit this park with my bicycle and cycle on the path,borrow the bike,grab some skis and join the man,lan,vis,vis,targ,lan,3
6827,have my new camera,,catch up with the woman and ride with her,borrow the man's cell phone,i will ride my bike to get there.,try to take high speed pictures of the man using its new motor drive.,help the man to his car,vis,lan,vis,targ,lan,3
6831,want to race someone,,check my bike first,carry my surfboard to the water,save all my extra money so that i can buy a motorcycle,hop on my skis like this person.,move away from the people riding noisy motorcycles.,targ,lan,vis,lan,vis,0
6837,i want to enjoy the fun,,i will watch to see what trick the snowboarder would do,look at the motorcycle display,take a picture of the baby on the motorcycle,i will watch the man ride the motorcycle,i will watch the boys skateboarding,lan,vis,vis,targ,lan,3
6853,if i lived there i'd ride around like that,,i will ride a horse on the beach,join the men for a snowboard race,i will buy a bike,watch the man perform tricks on the motorcycle,take a shortcut through the woods to avoid the biker couple.,lan,lan,targ,vis,vis,2
6872,want to be superior,,go on a racetrack and ride my motorbike,see people like this woman on her bicycle,ride my skateboard,help the man fix his bike,take my skateboard out for a ride,targ,vis,lan,vis,lan,0
6876,feel like a ride,,take the train,hike somewhere that has a stop sign,grab my board and ride the waves,race the person on the motorbike,take this bicycle and go,lan,vis,lan,vis,targ,4
6881,want to take a shower after the walk in the city,,join this group of bicycles to roll down the street,look at the motorcycle display,take a picture of the baby on the motorcycle,take my skateboard out for a ride,get on the bus even if i have my bicycle with me,targ,vis,vis,lan,lan,0
